,title,about,genre
27,"The Doctor Who Fooled the World: Science, Deception, and the War on Vaccines","
Description
Investigative reporter Brian Deer exposes a conspiracy of fraud and betrayal behind attacks on a mainstay of medicine: vaccinations.2021 IPPY Book Award Winner (Gold) in Health/Medicine/Nutrition, Recipient of the Eric Hoffer Award for Nonfiction in the Culture Category.From San Francisco to Shanghai, from Vancouver to Venice, controversy over vaccines is erupting around the globe. Fear is spreading. Banished diseases have returned. And a militant anti-vax movement has surfaced to campaign against children's shots.But why?In The Doctor Who Fooled the World, award-winning investigative reporter Brian Deer exposes the truth behind the crisis. Writing with the page-turning tension of a detective story, he unmasks the players and unearths the facts. Where it began. Who was responsible. How they pulled it off. Who paid.At the heart of this dark narrative is the rise of the so-called father of the anti-vaccine movement: a British-born doctor, Andrew Wakefield. Banned from medicine, thanks to Deer's discoveries, he fled to the United States to pursue his ambitions, and now claims to be winning a war.In an epic investigation spread across fifteen years, Deer battles medical secrecy and insider cover-ups, smear campaigns and gagging lawsuits, to uncover rigged research and moneymaking schemes, the heartbreaking plight of families struggling with disability, and the scientific scandal of our time.
",History
28,Rabid: A Cultural History of the World's Most Diabolical Virus,"
Description
        The most fatal virus known to science, rabies-a disease that spreads avidly from animals to humans-kills nearly one hundred percent of its victims once the infection takes root in the brain. In this critically acclaimed exploration, journalist Bill Wasik and veterinarian Monica Murphy chart four thousand years of the history, science, and cultural mythology of rabies. From Greek myths to zombie flicks, from the laboratory heroics of Louis Pasteur to the contemporary search for a lifesaving treatment, Rabid is a fresh and often wildly entertaining look at one of humankind's oldest and most fearsome foes. A searing narrative. -The New York Times In this keen and exceptionally well-written book, rife with surprises, narrative suspense and a steady flow of expansive insights, 'the world's most diabolical virus' conquers the unsuspecting reader's imaginative nervous system. . . . A smart, unsettling, and strangely stirring piece of work. -San Francisco Chronicle Fascinating. . . . Wasik and Murphy chronicle more than two millennia of myths and discoveries about rabies and the animals that transmit it, including dogs, bats and raccoons. -The Wall Street Journal
      ",History
29,"The Ghost Map: The Story of London's Most Terrifying Epidemic--And How It Changed Science, Cities, and the Modern World","
Description
A National Bestseller, a New York Times Notable Book, and an Entertainment Weekly Best Book of the Year from the author of Extra Life  ""By turns a medical thriller, detective story, and paean to city life, Johnson's account of the outbreak and its modern implications is a true page-turner."" --The Washington Post  ""Thought-provoking."" --Entertainment Weekly  It's the summer of 1854, and London is just emerging as one of the first modern cities in the world. But lacking the infrastructure-garbage removal, clean water, sewers-necessary to support its rapidly expanding population, the city has become the perfect breeding ground for a terrifying disease no one knows how to cure. As the cholera outbreak takes hold, a physician and a local curate are spurred to action-and ultimately solve the most pressing medical riddle of their time.  In a triumph of multidisciplinary thinking, Johnson illuminates the intertwined histories of the spread of disease, the rise of cities, and the nature of scientific inquiry, offering both a riveting history and a powerful explanation of how it has shaped the world we live in.
      ",History
30,"Poison: The History of Potions, Powders and Murderous Practitioners","
Description
Poisoning is the dark art as old as human history itself.Chronologically recounting the story of history's silent assassin, Poison documents the gripping tales of the users and victims of these mysterious substances. From Cleopatra, the Borgias and Qin Shi Huang to contemporary secret service agents and terrorists. Profiles of the most commonly used toxins of each era reveal how the power-hungry, the dangerous and the desperate have harnessed these natural killers to achieve their ends.  The Roman emperors used poison liberally to dispose of rivals, guests at Renaissance dinner parties were quietly assassinated with adulterated wine, and professional poisoners equipped murderous wives with toxic tonics for their husbands. In twentieth-century warfare, poisonous substances were used in new and awful ways to terrorize and obliterate both civilians and enemy forces.Today, in the search for the perfect covert weapon, shadowy figures deploy pernicious poisons which are almost impossible to trace. They are only the latest in a long line of experimenters: for the same poisons used to kill or injure others have been used throughout history as intoxicants, aphrodisiacs and even elixirs of life. As every amateur toxicologist knows, the difference between a poison and medicine is often simply the dose.
",History
31,The Empress and the English Doctor: How Catherine the Great Defied a Deadly Virus,"
Description
The astonishing true story of how Catherine the Great joined forces with a Quaker doctor from Essex to spearhead one of the first global public health campaigns. A TIMES BEST BOOK OF 2022 SO FAR Shortlisted for the Pushkin House Book Prize 2022 'Sparkling history...with a fairytale atmosphere of sleigh rides, royal palaces and heroic risk-taking' The Times A killer virus...an all-powerful Empress...an encounter cloaked in secrecy...the astonishing true story. Within living memory, smallpox was a dreaded disease. Over human history it has killed untold millions. Back in the eighteenth century, as epidemics swept Europe, the first rumours emerged of an effective treatment: a mysterious method called inoculation. But a key problem remained: convincing people to accept the preventative remedy, the forerunner of vaccination. Arguments raged over risks and benefits, and public resistance ran high. As smallpox ravaged her empire and threatened her court, Catherine the Great took the momentous decision to summon the Quaker physician Thomas Dimsdale to St Petersburg to carry out a secret mission that would transform both their lives. Lucy Ward expertly unveils the extraordinary story of Enlightenment ideals, female leadership and the fight to promote science over superstition. 'A rich and wonderfully urgent work of history' Tristram Hunt
",History
32,Spare Parts: The Story of Medicine Through the History of Transplant Surgery,"
Description
Paul Craddock's Spare Parts offers an original look at the history of medicine itself through the rich, compelling, and delightfully macabre story of transplant surgery from ancient times to the present day. How did an architect help pioneer blood transfusion in the 1660's?Why did eighteenth-century dentists buy the live teeth of poor children?And what role did a sausage skin and an enamel bath play in making kidney transplants a reality? We think of transplant surgery as one of the medical wonders of the modern world. But transplant surgery is as ancient as the pyramids, with a history more surprising than we might expect. Paul Craddock takes us on a journey - from sixteenth-century skin grafting to contemporary stem cell transplants - uncovering stories of operations performed by unexpected people in unexpected places. Bringing together philosophy, science and cultural history, Spare Parts explores how transplant surgery constantly tested the boundaries between human, animal, and machine, and continues to do so today. Witty, entertaining, and illuminating, Spare Parts shows us that the history - and future - of transplant surgery is tied up with questions about not only who we are, but also what we are, and what we might become.
      ",History
33,The Moth in the Iron Lung: A Biography of Polio,"
Description
        A fascinating account of the world's most famous disease-polio-told as you have never heard it before. Epidemics of paralysis began to rage in the early 1900s, seemingly out of nowhere. Doctors, parents, and health officials were at a loss to explain why this formerly unheard of disease began paralyzing so many children-usually starting in their legs, sometimes moving up through their abdomen and arms. For an unfortunate few, it could paralyze the muscles that allowed them to breathe.Why did this disease start to become such a horrible problem during the late 1800s? Why did it affect children more often than adults? Why was it originally called teething paralysis by mothers and their doctors? Why were animals so often paralyzed during the early epidemics when it was later discovered most animals could not become infected? The Moth in the Iron Lung is a fascinating biography of this horrible paralytic disease, where it came from, and why it disappeared in the 1950s. If you've never explored the polio story beyond the tales of crippled children and iron lungs, this book will be sure to surprise.
      ",History
34,Owning the Sun: A People's History of Monopoly Medicine from Aspirin to Covid-19 Vaccines,"
Description
For readers of Bad Blood and Empire of Pain, an authoritative look at monopoly medicine from the dawn of patents through the race for COVID-19 vaccines and how the privatization of public science has prioritized profits over people Owning the Sun tells the story of one of the most contentious fights in human history: the legal right to produce lifesaving medicines. Medical science began as a discipline geared toward the betterment of all human life, but the merging of research with intellectual property and the rise of the pharmaceutical industry warped and eventually undermined its ethical foundations. Since World War II, federally funded research has facilitated most major medical breakthroughs, yet these drugs are often wholly controlled by price-gouging corporations with growing international ambitions. Why does the U.S. government fund the development of medical science in the name of the public only to relinquish exclusive rights to drug companies, and how does such a system impoverish us, weaken our responses to crises, and, as in the cases of AIDS and COVID-19, put the world at risk? Outlining how generations of public health and science advocates have attempted to hold the line against Big Pharma and their allies in government, Alexander Zaitchik's first-of-its-kind history documents the rise of privatized medicine in the United States and its subsequent globalization. From the controversial arrival of patent-wielding German drug firms in the late nineteenth century to present-day coordination between industry and philanthropic organizations--including the influential Bill & Melinda Gates Foundation--that stymie international efforts to vaccinate the world against COVID-19, Owning the Sun tells one of the most important and least understood histories of our time.
      ",History
35,"The Fate of Rome: Climate, Disease, and the End of an Empire","
Description
How devastating viruses, pandemics, and other natural catastrophes swept through the far-flung Roman Empire and helped to bring down one of the mightiest civilizations of the ancient world Here is the monumental retelling of one of the most consequential chapters of human history: the fall of the Roman Empire. The Fate of Rome is the first book to examine the catastrophic role that climate change and infectious diseases played in the collapse of Rome's power--a story of nature's triumph over human ambition. Interweaving a grand historical narrative with cutting-edge climate science and genetic discoveries, Kyle Harper traces how the fate of Rome was decided not just by emperors, soldiers, and barbarians but also by volcanic eruptions, solar cycles, climate instability, and devastating viruses and bacteria. The Fate of Rome is a sweeping account of how one of history's greatest civilizations encountered and endured, yet ultimately succumbed to, the cumulative burden of nature's violence.
      ",History
36,Empire of the Scalpel: The History of Surgery,"
Description
From an eminent surgeon and historian comes the ""by turns fascinating and ghastly"" (The New York Times Book Review, Editors' Choice) story of surgery's development--from the Stone Age to the present day--blending meticulous medical research with vivid storytelling. There are not many life events that can be as simultaneously frightening and hopeful as a surgical operation. In America, tens-of-millions of major surgical procedures are performed annually, yet few of us consider the magnitude of these figures because we have such inherent confidence in surgeons. And, despite passionate debates about health care and the media's endless fascination with surgery, most of us have no idea how the first surgeons came to be because the story of surgery has never been fully told. Now, Empire of the Scalpel elegantly reveals surgery's fascinating evolution from its early roots in ancient Egypt to its refinement in Europe and rise to scientific dominance in the United States. From the 16th-century saga of Andreas Vesalius and his crusade to accurately describe human anatomy while appeasing the conservative clergy who clamored for his burning at the stake, to the hard-to-believe story of late-19th century surgeons' apathy to Joseph Lister's innovation of antisepsis and how this indifference led to thousands of unnecessary surgical deaths, Empire of the Scalpel is both a global history and a uniquely American tale. You'll discover how in the 20th century the US achieved surgical leadership, heralded by Harvard's Joseph Murray and his Nobel Prize-winning, seemingly impossible feat of transplanting a kidney, which ushered in a new era of transplants that continues to make procedures once thought insurmountable into achievable successes. Today, the list of possible operations is almost infinite--from knee and hip replacement to heart bypass and transplants to fat reduction and rhinoplasty--and ""Rutkow has a raconteur's touch"" (San Francisco Chronicle) as he draws on his five-decade career to show us how we got here. Comprehensive, authoritative, and captivating, Empire of the Scalpel is ""a fascinating, well-rendered story of how the once-impossible became a daily reality"" (Kirkus Reviews, starred review).
      ",History
37,The Organ Thieves: The Shocking Story of the First Heart Transplant in the Segregated South,"
Description
The Immortal Life of Henrietta Lacks meets Get Out in this ""startling...powerful"" (Kirkus Reviews) investigation of racial inequality at the core of the heart transplant race.  In 1968, Bruce Tucker, a black man, went into Virginia's top research hospital with a head injury, only to have his heart taken out of his body and put into the chest of a white businessman. Now, in The Organ Thieves, Pulitzer Prize-nominated journalist Chip Jones exposes the horrifying inequality surrounding Tucker's death and how he was used as a human guinea pig without his family's permission or knowledge. The circumstances surrounding his death reflect the long legacy of mistreating African Americans that began more than a century before with cadaver harvesting and worse. It culminated in efforts to win the heart transplant race in the late 1960s. Featuring years of research and fresh reporting, along with a foreword from social justice activist Ben Jealous, ""this powerful book weaves together a medical mystery, a legal drama, and a sweeping history, its characters confronting unprecedented issues of life and death under the shadows of centuries of racial injustice"" (Edward L. Ayers, author of The Promise of the New South).
      ",History
38,World War C: Lessons from the Covid-19 Pandemic and How to Prepare for the Next One,"
Description
CNN chief medical correspondent Sanjay Gupta, MD, offers an accessible, data-packed answer to our biggest questions about Covid-19: What have we learned about this pandemic and how can we prepare for--or prevent--the next one? As America's favorite frontline Covid-19 health journalist, Dr. Sanjay Gupta has barely left his primetime seat in his makeshift studio basement since the pandemic began (other than to perform brain surgery). He's had insider access to the drama's unfolding, including exclusive conversations with the world's top public health experts and behind-the-scenes scientists racing to find treatments and cures. And now he's sharing what he's learned in a book that will answer not only all our questions about what happened, but also about how our world will change in the years ahead, even once we're back to ""normal."" Gupta argues that we need to prepare for a new era where pandemics will be more frequent, and possibly even more deadly. As the doctor who's been holding America's hand through the crisis with compassion, clarity, and well-earned wisdom, he gives you the unvarnished story behind the pandemic, including insights about the novel virus's behavior, and offers practical tools to ready ourselves for what lies ahead. He answers critical questions: Can we stamp out the virus for good (and if not, how do we live with it)? Should we put our parents in a nursing home? Where should we live? What should we stockpile? What should we know before taking a trip? Does it make sense to spend more on health insurance to deal with any long-term effects? How do you decide when it's safe to go to a public pool or schedule elective surgery? What should Covid survivors know about protecting their future health? What if you become a long-hauler with chronic health challenges stemming? World War C will give you hope for the future along with real information that leaves you more resilient and secure.
      ",History
39,The Cruelest Miles: The Heroic Story of Dogs and Men in a Race Against an Epidemic,"
Description
When a deadly diphtheria epidemic swept through Nome, Alaska, in 1925, the local doctor knew that without a fresh batch of antitoxin, his patients would die. The lifesaving serum was a thousand miles away, the port was icebound, and planes couldn't fly in blizzard conditions--only the dogs could make it. The heroic dash of dog teams across the Alaskan wilderness to Nome inspired the annual Iditarod Trail Sled Dog Race and immortalized Balto, the lead dog of the last team whose bronze statue still stands in New York City's Central Park. This is the greatest dog story, never fully told until now.
",History
40,Ginseng Diggers: A History of Root and Herb Gathering in Appalachia,"
Description
The harvesting of wild American ginseng ( panax quinquefolium), the gnarled, aromatic herb known for its therapeutic and healing properties, is deeply rooted in North America, but nowhere has it played a more important role than in the southern and central Appalachian Mountains. Made possible by a trans-Pacific trade network that connected the region to East Asian markets, ginseng was but one of several medicinal Appalachian plants that entered international webs of exchange. As the production of patent medicines and botanical pharmaceutical products escalated in the mid- to late-nineteenth century, southern Appalachia emerged as the United States' most prolific supplier of many species of medicinal plants. The region achieved this distinction due to both its biodiversity and the persistence of certain common rights that guaranteed widespread access to the forested mountainsides, regardless of who owned the land.Following the Civil War, root digging and herb gathering became one of the most important ways landless and smallholding families earned income from the forest commons. This boom influenced class relations, gender roles, forest use, and outside perceptions of Appalachia, and it began a widespread renegotiation of common rights that eventually curtailed access to some plants such as ginseng. Based on extensive research into the business records of mountain entrepreneurs, country stores, and pharmaceutical companies, Ginseng Diggers: A History of Root and Herb Gathering in Appalachia is the first book to unearth the unique relationship between the Appalachian region and the global trade in medicinal plants. Historian Luke Manget expands our understanding of the gathering commons by exploring how and why Appalachia became the nation's premier purveyor of botanical drugs in the late nineteenth century and how the trade influenced the way human residents of the region interacted with each other and with the forests around them.
",History
41,"The Problem of Alzheimer's: How Science, Culture, and Politics Turned a Rare Disease Into a Crisis and What We Can Do about It","
Description
A definitive and compelling book on one of today's most prevalent illnesses. In 2020, an estimated 5.8 million Americans had Alzheimer's, and more than half a million died because of the disease and its devastating complications. 16 million caregivers are responsible for paying as much as half of the $226 billion annual costs of their care. As more people live beyond their seventies and eighties, the number of patients will rise to an estimated 13.8 million by 2050.  Part case studies, part meditation on the past, present and future of the disease, The Problem of Alzheimer's traces Alzheimer's from its beginnings to its recognition as a crisis. While it is an unambiguous account of decades of missed opportunities and our health care systems' failures to take action, it tells the story of the biomedical breakthroughs that may allow Alzheimer's to finally be prevented and treated by medicine and also presents an argument for how we can live with dementia: the ways patients can reclaim their autonomy and redefine their sense of self, how families can support their loved ones, and the innovative reforms we can make as a society that would give caregivers and patients better quality of life.  Rich in science, history, and characters, The Problem of Alzheimer's takes us inside laboratories, patients' homes, caregivers' support groups, progressive care communities, and Jason Karlawish's own practice at the Penn Memory Center. It also includes a new epilogue recounting the FDA's surprising 2021 approval of the controversial Alzheimer's drug Aduhelm, the astonishing aftermath, and how these unique events explain the enduring problem of Alzheimer's.
      ",History
42,Polio: An American Story,"
Description
        Here David Oshinsky tells the gripping story of the polio terror and of the intense effort to find a cure, from the March of Dimes to the discovery of the Salk and Sabin vaccines--and beyond. Drawing on newly available papers of Jonas Salk, Albert Sabin and other key players, Oshinsky paints a suspenseful portrait of the race for the cure, weaving a dramatic tale centered on the furious rivalry between Salk and Sabin. He also tells the story of Isabel Morgan, perhaps the most talented of all polio researchers, who might have beaten Salk to the prize if she had not retired to raise a family. Oshinsky offers an insightful look at the National Foundation for Infantile Paralysis, which was founded in the 1930s by FDR and Basil O'Connor, it revolutionized fundraising and the perception of disease in America. Oshinsky also shows how the polio experience revolutionized the way in which the government licensed and tested new drugs before allowing them on the market, and the way in which the legal system dealt with manufacturers' liability for unsafe products. Finally, and perhaps most tellingly, Oshinsky reveals that polio was never the raging epidemic portrayed by the media, but in truth a relatively uncommon disease. But in baby-booming America--increasingly suburban, family-oriented, and hygiene-obsessed--the specter of polio, like the specter of the atomic bomb, soon became a cloud of terror over daily life. Both a gripping scientific suspense story and a provocative social and cultural history, Polio opens a fresh window onto postwar America.
",History
43,The Birth of the Clinic: An Archaeology of Medical Perception,"
Description
        In the eighteenth century, medicine underwent a mutation. For the first time, medical knowledge took on a precision that had formerly belonged only to mathematics. The body became something that could be mapped. Disease became subject to new rules of classification. And doctors begin to describe phenomena that for centuries had remained below the threshold of the visible and expressible. In The Birth of the Clinic the philosopher and intellectual historian who may be the true heir to Nietzsche charts this dramatic transformation of medical knowledge. As in his classic Madness and Civilization, Michel Foucault shows how much what we think of as pure science owes to social and cultural attitude--in this case, to the climate of the French Revolution. Brilliant, provocative, and omnivorously learned, his book sheds new light on the origins of our current notions of health and sickness, life and death.
      ",History
44,Until Proven Safe: The History and Future of Quarantine,"
Description
Geoff Manaugh and Nicola Twilley have been researching quarantine since long before the COVID-19 pandemic. With Until Proven Safe, they bring us a book as compelling as it is definitive, not only urgent reading for social-distanced times but also an up-to-the-minute investigation of the interplay of forces---biological, political, technological--that shape our modern world. Quarantine is our most powerful response to uncertainty: it means waiting to see if something hidden inside us will be revealed. It is also one of our most dangerous, operating through an assumption of guilt. In quarantine, we are considered infectious until proven safe. Until Proven Safe tracks the history and future of quarantine around the globe, chasing the story of emergency isolation through time and space--from the crumbling lazarettos of the Mediterranean, built to contain the Black Death, to an experimental Ebola unit in London, and from the hallways of the CDC to closed-door simulations where pharmaceutical execs and epidemiologists prepare for the outbreak of a novel coronavirus. But the story of quarantine ranges far beyond the history of medical isolation. In Until Proven Safe, the authors tour a nuclear-waste isolation facility beneath the New Mexican desert, see plants stricken with a disease that threatens the world's wheat supply, and meet NASA's Planetary Protection Officer, tasked with saving Earth from extraterrestrial infections. They also introduce us to the corporate tech giants hoping to revolutionize quarantine through surveillance and algorithmic prediction. We live in a disorienting historical moment that can feel both unprecedented and inevitable; Until Proven Safe helps us make sense of our new reality through a thrillingly reported, thought-provoking exploration of the meaning of freedom, governance, and mutual responsibility.
      ",History
45,Exploring American Healthcare Through 50 Historic Treasures,"
Description
        Healthcare history is more than leeches and drilling holes in skulls. It is stories of scientific failures and triumphs. Exploring American Healthcare through 50 Historic Treasures presents a visual and narrative history of health and medicine in the United States, tracing paradigm shifts such as the introduction of anesthesia, the adoption of germ theory, and advances in public health. In this book, museum artifacts are windows into both famous and ordinary people's experiences with healthcare throughout American history, from patent medicines and faith healing to laboratory science. With 50 vignette-like chapters and 50 color photographs, Exploring American Healthcare through 50 Historic Treasures showcases little-known objects that illustrate the complexities of our relationship with health, such as a bottle from the short period when the Schlitz beer company sold lager that was supposed to be high in vitamin D during the first vitamin craze. It also highlights famous moments in medicine, such as the discovery of penicillin, as illustrated by a mold-culturing pan. Each artifact tells some piece of the story of how its creators or users approached fundamental questions in health. Some of these questions are, ""What causes sickness, and what causes health?"" and ""How much can everyone master the principles of health, and how much do laypeople need to rely on outside authorities?"" Exploring American Healthcare through 50 Historic Treasures describes the days when surgeons worked on patients without anesthesia and wiped their scalpels on their coats, and the day that EMTs raced to provide help when the Twin Towers were attacked in 2001. The book discusses social and cultural influences that have shaped healthcare, providing insight relevant to today's problems and colorful anecdotes along the way.
      ",History
46,Sane Asylums: The Success of Homeopathy Before Psychiatry Lost Its Mind,"
Description
        - Examines the success of homeopathic psychiatric asylums in the United States from the 1870s until 1920 - Focuses on New York's Middletown State Homeopathic Hospital for the Insane, which had a treatment regime with thousands of successful outcomes - Details a homeopathic blueprint for treating mental disorders based on Talcott's methods, including nutrition and side-effect-free homeopathic prescriptions In the late 1800s and early 1900s, homeopathy was popular across all classes of society. In the United States, there were more than 100 homeopathic hospitals, more than 1,000 homeopathic pharmacies, and 22 homeopathic medical schools. In particular, homeopathic psychiatry flourished from the 1870s to the 1930s, with thousands of documented successful outcomes in treating mental illness. Revealing the astonishing but suppressed history of homeopathic psychiatry, Jerry M. Kantor examines the success of homeopathic psychiatric asylums in America from the post-Civil War era until 1920, including how the madness of Mary Todd Lincoln was effectively treated with homeopathy at a ""sane"" asylum in Illinois. He focuses in particular on New York's Middletown State Homeopathic Hospital, where superintendent Selden Talcott oversaw a compassionate and holistic treatment regime that married Thomas Kirkbride's moral treatment principles to homeopathy. Kantor reveals how homeopathy was pushed aside by pharmaceuticals, which often caused more harm than good, as well as how the current critical attitude toward homeopathy has distorted the historical record. Offering a vision of mental health care for the future predicated on a model that flourished for half a century, Kantor shows how we can improve the care and treatment of the mentally ill and stop the exponential growth of terminal mental disorder diagnoses that are rampant today.
      ",History
47,The History of Medicine: A Very Short Introduction,"
Description
        Against the backdrop of unprecedented concern for the future of health care, this Very Short Introduction surveys the history of medicine from classical times, through the scholastic medieval tradition and the Enlightenment to the present day. Taking a thematic rather than strictly chronological approach, W.F. Bynum, explores the key turning points in the history of Western medicine-such as the first surgical procedures, the advent of hospitals, the introduction of anesthesia, X-Rays, vaccinations, and many other innovations, as well as the rise of experimental medicine. The book also explores Western medicine's encounters with Chinese and Indian medicine, as well as nontraditional treatments such as homeopathy, chiropractic, and other alternative medicines. Covering a vast amount of information, this Very Short Introduction sheds new light on medicine's past, while at the same time engaging with contemporary issues, discoveries, and controversies, such as the spiraling costs of health care, lack of health insurance for millions, breakthrough treatments, and much more. For readers who wish to understand the how we have arrived at our current state of medical practice and knowledge, this book is essential reading. About the Series: Combining authority with wit, accessibility, and style, Very Short Introductions offer an introduction to some of life's most interesting topics. Written by experts for the newcomer, they demonstrate the finest contemporary thinking about the central problems and issues in hundreds of key topics, from philosophy to Freud, quantum theory to Islam. 
",History
48,Sickening: Anti-Black Racism and Health Disparities in the United States,"
Description
An event-by-event look at how institutionalized racism harms the health of African Americans in the twenty-first century  A crucial component of anti-Black racism is the unconscionable disparity in health outcomes between Black and white Americans. Sickening examines this institutionalized inequality through dramatic, concrete events from the past two decades, revealing how unequal living conditions and inadequate medical care have become routine. From the spike in chronic disease after Hurricane Katrina to the lack of protection for Black residents during the Flint water crisis--and even the life-threatening childbirth experience for tennis star Serena Williams--author Anne Pollock takes readers on a journey through the diversity of anti-Black racism operating in healthcare. She goes beneath the surface to deconstruct the structures that make these events possible, including mass incarceration, police brutality, and the hypervisibility of Black athletes' bodies. Ultimately, Sickening shows what these shocking events reveal about the everyday racialization of health in the United States.Concluding with a vital examination of racialized healthcare during the COVID pandemic and the Black Lives Matter rebellions of 2020, Sickening cuts through the mind-numbing statistics to vividly portray healthcare inequalities. In a gripping and passionate style, Pollock shows the devastating reality and consequences of systemic racism on the lives and health of Black Americans. 
",History
49,"Mr. Humble and Dr. Butcher: A Monkey's Head, the Pope's Neuroscientist, and the Quest to Transplant the Soul","
Description
        The ""delightfully macabre"" (The New York Times) true tale of a brilliant and eccentric surgeon...and his quest to transplant the human soul.In the early days of the Cold War, a spirit of desperate scientific rivalry birthed a different kind of space race: not the race to outer space that we all know, but a race to master the inner space of the human body. While surgeons on either side of the Iron Curtain competed to become the first to transplant organs like the kidney and heart, a young American neurosurgeon had an even more ambitious thought: Why not transplant the brain? Dr. Robert White was a friend to two popes and a founder of the Vatican's Commission on Bioethics. He developed lifesaving neurosurgical techniques still used in hospitals today and was nominated for the Nobel Prize. But like Dr. Jekyll before him, Dr. White had another identity. In his lab, he was waging a battle against the limits of science and against mortality itself--working to perfect a surgery that would allow the soul to live on after the human body had died. This ""fascinating"" (The Wall Street Journal), ""provocative"" (The Washington Post) tale follows his decades-long quest into tangled matters of science, Cold War politics, and faith, revealing the complex (and often murky) ethics of experimentation and remarkable innovations that today save patients from certain death. It's a ""masterful"" (Science) look at our greatest fears and our greatest hopes--and the long, strange journey from science fiction to science fact.
      ",History
50,The Social Transformation of American Medicine: The Rise of a Sovereign Profession and the Making of a Vast Industry,"
Description
        Winner of the 1983 Pulitzer Prize and the Bancroft Prize in American History, this is a landmark history of how the entire American health care system of doctors, hospitals, health plans, and government programs has evolved over the last two centuries.  The definitive social history of the medical profession in America . . . A monumental achievement. -- H. Jack Geiger, M.D., New York Times Book Review
",History
51,"Making Space for the Dead: Catacombs, Cemeteries, and the Reimagining of Paris, 1780-1830","
Description
The dead of Paris, before the French Revolution, were most often consigned to mass graveyards that contemporaries described as terrible and terrifying, emitting ""putrid miasmas"" that were a threat to both health and dignity. In a book that is at once wonderfully macabre and exceptionally informative, Erin-Marie Legacey explores how a new burial culture emerged in Paris as a result of both revolutionary fervor and public health concerns, resulting in the construction of park-like cemeteries on the outskirts of the city and a vast underground ossuary. Making Space for the Dead describes how revolutionaries placed the dead at the center of their republican project of radical reinvention of French society and envisioned a future where graveyards would do more than safely contain human remains; they would serve to educate and inspire the living. Legacey unearths the unexpectedly lively process by which burial sites were reimagined, built, and used, focusing on three of the most important of these new spaces: the Paris Catacombs, Père Lachaise cemetery, and the short-lived Museum of French Monuments. By situating discussions of death and memory in the nation's broader cultural and political context, as well as highlighting how ordinary Parisians understood and experienced these sites, she shows how the treatment of the dead became central to the reconstruction of Parisian society after the Revolution.
",History
52,The Art of Cookery Made Plain and Easy,"
Description
        The first American edition of this staple of the American household during the Revolutionary War. How to market. How to roast and broil and fry. Gravies, sauces, hashes, fricassees, ragouts.
      ",History
53,Medicine Women: The Story of the First Native American Nursing School,"
Description
Winner of the 2019 Southwest Book Award from the Border Regional Library AssociationWinner of the 2020 New Mexico-Arizona Book Award for History-ArizonaAfter the Indian wars, many Americans still believed that the only good Indian was a dead Indian. But at Ganado Mission in the Navajo country of northern Arizona, a group of missionaries and doctors--who cared less about saving souls and more about saving lives--chose a different way and persuaded the local parents and medicine men to allow them to educate their daughters as nurses. The young women struggled to step into the world of modern medicine, but they knew they might become nurses who could build a bridge between the old ways and the new.In this detailed history, Jim Kristofic traces the story of Ganado Mission on the Navajo Indian Reservation. Kristofic's personal connection with the community creates a nuanced historical understanding that blends engaging narrative with careful scholarship to share the stories of the people and their commitment to this place.
",History
54,A Good Time to Be Born: How Science and Public Health Gave Children a Future,"
Description
Only one hundred years ago, in even the world's wealthiest nations, children died in great numbers--of diarrhea, diphtheria, and measles, of scarlet fever and tuberculosis. Throughout history, culture has been shaped by these deaths; diaries and letters recorded them, and writers such as Louisa May Alcott, W. E. B. Du Bois, and Eugene O'Neill wrote about and mourned them. Not even the powerful and the wealthy could escape: of Abraham and Mary Lincoln's four children, only one survived to adulthood, and the first billionaire in history, John D. Rockefeller, lost his beloved grandson to scarlet fever. For children of the poor, immigrants, enslaved people and their descendants, the chances of dying were far worse.The steady beating back of infant and child mortality is one of our greatest human achievements. Interweaving her own experiences as a medical student and doctor, Perri Klass pays tribute to groundbreaking women doctors like Rebecca Lee Crumpler, Mary Putnam Jacobi, and Josephine Baker, and to the nurses, public health advocates, and scientists who brought new approaches and scientific ideas about sanitation and vaccination to families. These scientists, healers, reformers, and parents rewrote the human experience so that--for the first time in human memory--early death is now the exception rather than the rule, bringing about a fundamental transformation in society, culture, and family life.
",History
55,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,"
Description
A witty, irreverent tour of history's worst plagues--from the Antonine Plague, to leprosy, to polio--and a celebration of the heroes who fought them In 1518, in a small town in Alsace, Frau Troffea began dancing and didn't stop. She danced until she was carried away six days later, and soon thirty-four more villagers joined her. Then more. In a month more than 400 people had been stricken by the mysterious dancing plague. In late-seventeenth-century England an eccentric gentleman founded the No Nose Club in his gracious townhome--a social club for those who had lost their noses, and other body parts, to the plague of syphilis for which there was then no cure. And in turn-of-the-century New York, an Irish cook caused two lethal outbreaks of typhoid fever, a case that transformed her into the notorious Typhoid Mary. Throughout time, humans have been terrified and fascinated by the diseases history and circumstance have dropped on them. Some of their responses to those outbreaks are almost too strange to believe in hindsight. Get Well Soon delivers the gruesome, morbid details of some of the worst plagues we've suffered as a species, as well as stories of the heroic figures who selflessly fought to ease the suffering of their fellow man. With her signature mix of in-depth research and storytelling, and not a little dark humor, Jennifer Wright explores history's most gripping and deadly outbreaks, and ultimately looks at the surprising ways they've shaped history and humanity for almost as long as anyone can remember.
      ",History
